objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll1317,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D218,http://pinakes.irht.cnrs.fr/notices/cote/66029/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_297,BAV Pal. gr. 297,,14th,,Medicine,Galen|Hippocrates,Vatican,,,,,,,,,
coll1318,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D210,https://pinakes.irht.cnrs.fr/notices/cote/66030/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_298,BAV Pal. gr. 298,,16th,,Theology,John Chrysostom,Vatican,,,,,,,,,
coll1319,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D45,https://pinakes.irht.cnrs.fr/notices/cote/65736/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_3,BAV Pal. gr. 3,,11th,,Saints lives,,Vatican,,,,,,,,,
coll1320,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D59,https://pinakes.irht.cnrs.fr/notices/cote/65763/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_30,BAV Pal. gr. 30,,13th,,Theology,John Chrysostom,Vatican,,,,,,,,,
coll1321,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D211,https://pinakes.irht.cnrs.fr/notices/cote/66032/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_300,BAV Pal. gr. 300,,15th|16th,,Rhetoric,Dio Chrysostomus,Vatican,,,,,,,,,
coll1322,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D211,https://pinakes.irht.cnrs.fr/notices/cote/66033/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_301,BAV Pal. gr. 301,,16th,,History|Politics|Constantinople,George Codinus,Vatican,,,,,,,,,
coll1323,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D212,https://pinakes.irht.cnrs.fr/notices/cote/66034/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_302,BAV Pal. gr. 302,,16th,,Grammar|Medicine,Rufus of Ephesus,Vatican,,,,,,,,,
coll1324,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D213,https://pinakes.irht.cnrs.fr/notices/cote/66035/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_303,BAV Pal. gr. 303,,16th,,Theology|Mathematics,Theon|Gregory Nazianzus,Vatican,,,,,,,,,
coll1325,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D213,https://pinakes.irht.cnrs.fr/notices/cote/66036/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_304,BAV Pal. gr. 304,,15th|16th,,Rhetoric,Themistius,Vatican,,,,,,,,,
coll1326,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D214,https://pinakes.irht.cnrs.fr/notices/cote/66037/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_305,BAV Pal. gr. 305,,15th,,History,Thucydides,Vatican,,,,,,,,,
coll1327,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D214,https://pinakes.irht.cnrs.fr/notices/cote/66038/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_306,BAV Pal. gr. 306,,10th|11th|13th|14th,,Philosophy,Nicephorus Blemmydes,Vatican,,,,,,,,,
coll1328,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D214,https://pinakes.irht.cnrs.fr/notices/cote/66039/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_307,BAV Pal. gr. 307,,15th|16th,,History,Zosimus,Vatican,,,,,,,,,
coll1329,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D224,http://pinakes.irht.cnrs.fr/notices/cote/66040/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_308,BAV Pal. gr. 308,,10th|11th,,Saints lives|Theology,Gregory Nazianzus|John Chrysostom|Anastasius Sinaita|Basil the Great,Vatican,,,,,,,,,
coll1330,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D215,https://pinakes.irht.cnrs.fr/notices/cote/66041/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_309,BAV Pal. gr. 309,,16th,,Theology,Origen,Vatican,,,,,,,,,
coll1331,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D69,http://pinakes.irht.cnrs.fr/notices/cote/65764/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_31,BAV Pal. gr. 31,,14th,,Medicine,Galen,Vatican,,,,,,,,,
coll1332,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D215,https://pinakes.irht.cnrs.fr/notices/cote/66042/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_310,BAV Pal. gr. 310,,15th,,,Homer,Vatican,,,,,,,,,
coll1333,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D215,https://pinakes.irht.cnrs.fr/notices/cote/66043/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_311,BAV Pal. gr. 311,,15th|16th,,Theology|Rhetoric|Philosophy,Philo,Vatican,,,,,,,,,
coll1334,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D217,https://pinakes.irht.cnrs.fr/notices/cote/66044/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_312,BAV Pal. gr. 312,,15th|16th,,Astronomy,,Vatican,,,,,,,,,
coll1335,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D221,https://pinakes.irht.cnrs.fr/notices/cote/66046/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_314,BAV Pal. gr. 314,,15th,,Geography,Ptolemy,Vatican,,,,,,,,,
coll1336,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D221,https://pinakes.irht.cnrs.fr/notices/cote/66047/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_315,BAV Pal. gr. 315,,16th,,Grammar,Hermogenes|Maximus Planudes,Vatican,,,,,,,,,
coll1337,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D233,http://pinakes.irht.cnrs.fr/notices/cote/66048/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_316,BAV Pal. gr. 316,,15th,,,John Tzetzes|Homer,Vatican,,,,,,,,,
coll1338,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D223,https://pinakes.irht.cnrs.fr/notices/cote/66049/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_317,BAV Pal. gr. 317,,10th|11th|13th,,Saints lives|Theology,John Chrysostom|Andrew of Crete|Methodius of Olympus,Vatican,,,,,,,,,
coll1339,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D225,https://pinakes.irht.cnrs.fr/notices/cote/66050/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_318,BAV Pal. gr. 318,,10th,,Theology,Maximus the Confessor|Anastasius Sinaita,Vatican,,,,,,,,,
coll1340,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D236,http://pinakes.irht.cnrs.fr/notices/cote/66051/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_319,BAV Pal. gr. 319,,14th|15th|16th,,Geography|Astronomy,Euripides|Aeschylus|Sophocles|Pindar|Dionysius Periegetes|Proclus|Cicero,Vatican,,,,,,,,,
coll1341,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D69,http://pinakes.irht.cnrs.fr/notices/cote/65765/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_32,BAV Pal. gr. 32,,11th,,Theology,John Chrysostom,Vatican,,,,,,,,,
coll1342,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D238,http://pinakes.irht.cnrs.fr/notices/cote/66052/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_320,BAV Pal. gr. 320,,15th,,Theology,Agapetus,Vatican,,,,,,,,,
coll1343,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D239,http://pinakes.irht.cnrs.fr/notices/cote/66053/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_321,BAV Pal. gr. 321,,15th,,,Aristophanes,Vatican,,,,,,,,,
coll1344,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D229,https://pinakes.irht.cnrs.fr/notices/cote/66054/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_322,BAV Pal. gr. 322,,15th|16th,,Constantinople|Oracula,,Vatican,,,,,,,,,
coll1345,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D229,https://pinakes.irht.cnrs.fr/notices/cote/66055/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_323,BAV Pal. gr. 323,,15th,,Philosophy,Aristotle,Vatican,,,,,,,,,
coll1346,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D229,https://pinakes.irht.cnrs.fr/notices/cote/66056/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_324,BAV Pal. gr. 324,,15th|16th,,Grammar,Aristophanes|Manuel Chrysoloras,Vatican,,,,,,,,,
coll1347,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D230,https://pinakes.irht.cnrs.fr/notices/cote/66057/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_325,BAV Pal. gr. 325,,10th|11th,,Theology|Saints lives,John Chrysostom|Andrew of Crete,Vatican,,,,,,,,,
coll1348,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D231,https://pinakes.irht.cnrs.fr/notices/cote/66058/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_326,BAV Pal. gr. 326,,15th|16th,,Poems,Eudocia,Vatican,,,,,,,,,
coll1349,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D231,https://pinakes.irht.cnrs.fr/notices/cote/66059/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_327,BAV Pal. gr. 327,,16th,,Theology,Basil the Great|Gregory of Nyssa,Vatican,,,,,,,,,
coll1350,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D234,https://pinakes.irht.cnrs.fr/notices/cote/66060/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_328,BAV Pal. gr. 328,,14th|15th,,Constantinople|Astronomy|Theology,,Vatican,,,,,,,,,
coll1351,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D234,https://pinakes.irht.cnrs.fr/notices/cote/66061/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_329,BAV Pal. gr. 329,,13th|14th,,,Philostratus,Vatican,,,,,,,,,
coll1352,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D234,https://pinakes.irht.cnrs.fr/notices/cote/66062/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_330,BAV Pal. gr. 330,,15th,,,Theocritus,Vatican,,,,,,,,,
coll1353,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D235,https://pinakes.irht.cnrs.fr/notices/cote/66063/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_331,BAV Pal. gr. 331,,13th,,Geography,Dionysius Periegetes,Vatican,,,,,,,,,
coll1354,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D236,https://pinakes.irht.cnrs.fr/notices/cote/66064/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_332,BAV Pal. gr. 332,,15th|16th,,History,Herodotus,Vatican,,,,,,,,,
coll1355,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D236,https://pinakes.irht.cnrs.fr/notices/cote/66065/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_333,BAV Pal. gr. 333,,15th|16th,,Politics,George Codinus,Vatican,,,,,,,,,
coll1356,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D236,https://pinakes.irht.cnrs.fr/notices/cote/66066/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_334,BAV Pal. gr. 334,,15th,,Theology,John of Damascus,Vatican,,,,,,,,,
coll1357,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D236,https://pinakes.irht.cnrs.fr/notices/cote/66067/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_335,BAV Pal. gr. 335,,15th,,,Sophocles,Vatican,,,,,,,,,
coll1358,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D237,https://pinakes.irht.cnrs.fr/notices/cote/66069/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_337,BAV Pal. gr. 337,,11th,,Bible|Old Testament,,Vatican,,,,,,,,,
coll1359,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D248,http://pinakes.irht.cnrs.fr/notices/cote/66070/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_338,BAV Pal. gr. 338,,16th,,,Ovid,Vatican,,,,,,,,,
coll1360,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D238,https://pinakes.irht.cnrs.fr/notices/cote/66071/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_339,BAV Pal. gr. 339,,15th|16th,,Theology,Cyril of Alexandria,Vatican,,,,,,,,,
coll1361,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D61,https://pinakes.irht.cnrs.fr/notices/cote/65767/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_34,BAV Pal. gr. 34,,14th,,Philosophy,Aristotle|Porphyry,Vatican,,,,,,,,,
coll1362,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D238,https://pinakes.irht.cnrs.fr/notices/cote/66072/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_340,BAV Pal. gr. 340,,16th,,Rhetoric,Demosthenes,Vatican,,,,,,,,,
coll1363,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D239,https://pinakes.irht.cnrs.fr/notices/cote/66074/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_342,BAV Pal. gr. 342,,16th,,Theology,,Vatican,,,,,,,,,
coll1364,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D250,http://pinakes.irht.cnrs.fr/notices/cote/66075/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_343,BAV Pal. gr. 343,,15th,,,Euripides,Vatican,,,,,,,,,
coll1365,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D240,https://pinakes.irht.cnrs.fr/notices/cote/66076/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_344,BAV Pal. gr. 344,,16th,,,Aeschylus,Vatican,,,,,,,,,
coll1366,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D240,https://pinakes.irht.cnrs.fr/notices/cote/66077/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_345,BAV Pal. gr. 345,,15th|16th,,Theology,Euthymius Zigabenus,Vatican,,,,,,,,,
coll1367,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D240,https://pinakes.irht.cnrs.fr/notices/cote/66078/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_346,BAV Pal. gr. 346,,14th,,Theology,,Vatican,,,,,,,,,
coll1368,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D241,https://pinakes.irht.cnrs.fr/notices/cote/66079/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_347,BAV Pal. gr. 347,,15th|16th,,Philosophy,Proclus|Plato|Porphyry,Vatican,,,,,,,,,
coll1369,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D241,https://pinakes.irht.cnrs.fr/notices/cote/66080/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_348,BAV Pal. gr. 348,,15th|16th,,Mathematics,John Philoponus|Nicomachus of Gerasa,Vatican,,,,,,,,,
coll1370,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D241,https://pinakes.irht.cnrs.fr/notices/cote/66081/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_349,BAV Pal. gr. 349,,10th|11th,,Saints lives|Theology,John Chrysostom|Gregory Nazianzus,Vatican,,,,,,,,,
coll1371,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D71,http://pinakes.irht.cnrs.fr/notices/cote/65768/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_35,BAV Pal. gr. 35,,10th,,Theology,Andrew of Crete|John Chrysostom|Gregory Nazianzus|John of Damascus,Vatican,,,,,,,,,
coll1372,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D242,https://pinakes.irht.cnrs.fr/notices/cote/66082/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_350,BAV Pal. gr. 350,,15th|16th,,Rhetoric,Libanius,Vatican,,,,,,,,,
coll1373,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D242,https://pinakes.irht.cnrs.fr/notices/cote/66083/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_351,BAV Pal. gr. 351,,14th,,Theology,Nilus|Theodore Lascaris,Vatican,,,,,,,,,
coll1374,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D243,https://pinakes.irht.cnrs.fr/notices/cote/66084/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_352,BAV Pal. gr. 352,,15th,,Lexicon,Homer,Vatican,,,,,,,,,
coll1375,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D243,https://pinakes.irht.cnrs.fr/notices/cote/66086/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_354,BAV Pal. gr. 354,,15th,,,Euripides,Vatican,,,,,,,,,
coll1376,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D244,https://pinakes.irht.cnrs.fr/notices/cote/66087/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_355,BAV Pal. gr. 355,,14th,,Hymns,Theodore Prodromos|John of Damascus|Gregory Pardus,Vatican,,,,,,,,,
coll1377,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D249,https://pinakes.irht.cnrs.fr/notices/cote/66089/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_357,BAV Pal. gr. 357,,13th,,Theology,Antiochus Monachus|Epiphanius,Vatican,,,,,,,,,
coll1378,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D250,https://pinakes.irht.cnrs.fr/notices/cote/66090/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_358,BAV Pal. gr. 358,,15th|16th,,Grammar|Rhetoric,Manuel Moschopoulos|Thomas Magister|George Lacapenus,Vatican,,,,,,,,,
coll1379,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D262,http://pinakes.irht.cnrs.fr/notices/cote/66091/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_359,BAV Pal. gr. 359,,15th,,Theology,Gennadios II Scholarios,Vatican,,,,,,,,,
coll1380,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D262,http://pinakes.irht.cnrs.fr/notices/cote/66092/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_360,BAV Pal. gr. 360,,15th,,Philosophy|History|Rhetoric,Porphyry|Libanius|Aelian|Manuel Moschopoulos|Michael Apostolius,Vatican,,,,,,,,,
coll1381,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D264,http://pinakes.irht.cnrs.fr/notices/cote/66093/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_361,BAV Pal. gr. 361,,15th,,Theology|Florilegium|Philosophy,Simplicius|Epictetus,Vatican,,,,,,,,,
coll1382,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D257,https://pinakes.irht.cnrs.fr/notices/cote/66094/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_362,BAV Pal. gr. 362,,15th,,Liturgy,Nicholas Chamaetos Kabasilas,Vatican,,,,,,,,,
coll1383,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D258,https://pinakes.irht.cnrs.fr/notices/cote/66095/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_363,BAV Pal. gr. 363,,15th|16th,,Barlaam and Joasaph|Contra Iudaeos|Theology|Canon law|Romance,Matthew Blastares|Athanasius|Ephraem|John Chrysostom,Vatican,,,,,,,,,
coll1384,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D274,http://pinakes.irht.cnrs.fr//notices/cote/66096/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_364_1,BAV Pal. gr. 364 pt. A,,14th|15th,,Saints lives,,Vatican,,,,,,,,,
coll1385,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D274,http://pinakes.irht.cnrs.fr//notices/cote/66096/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_364_2,BAV Pal. gr. 364 pt. B,,14th|15th,,Saints lives,,Vatican,,,,,,,,,
coll1386,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D270,https://pinakes.irht.cnrs.fr/notices/cote/66097/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_365,BAV Pal. gr. 365,,15th,,Agriculture,,Vatican,,,,,,,,,
coll1387,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D270,https://pinakes.irht.cnrs.fr/notices/cote/66098/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_366,BAV Pal. gr. 366,,14th|16th,,Philosophy,Simplicius|Aristotle,Vatican,,,,,,,,,
coll1388,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D281,http://pinakes.irht.cnrs.fr/notices/cote/66099/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_367,BAV Pal. gr. 367,,13th|15th,,Liturgy|Mathematics|History|Theology,Christopher of Mytilene,Vatican,,,,,,,,,
coll1389,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D287,http://pinakes.irht.cnrs.fr/notices/cote/66100/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_368,BAV Pal. gr. 368,,11th|12th,,Saints lives|Theology|Barlaam and Joasaph|Romance,Athanasius|John Chrysostom|Anastasius Sinaita|Basil the Great|Ephraem,Vatican,,,,,,,,,
coll1390,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D278,https://pinakes.irht.cnrs.fr/notices/cote/66101/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_369,BAV Pal. gr. 369,,15th|16th,,Canon law,Constantine Harmenopoulos,Vatican,,,,,,,,,
coll1391,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D62,https://pinakes.irht.cnrs.fr/notices/cote/65770/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_37,BAV Pal. gr. 37,,11th|12th,,Saints lives,Sophronius,Vatican,,,,,,,,,
coll1392,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D280,https://pinakes.irht.cnrs.fr/notices/cote/66102/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_370,BAV Pal. gr. 370,,15th,,Philosophy|Medicine,Nemesius|Proclus|Aristotle|Actuarius,Vatican,,,,,,,,,
coll1393,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D281,https://pinakes.irht.cnrs.fr/notices/cote/66103/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_371,BAV Pal. gr. 371,,14th,,Law|Canon law,Leo VI the Wise,Vatican,,,,,,,,,
coll1394,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D282,https://pinakes.irht.cnrs.fr/notices/cote/66104/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_372,BAV Pal. gr. 372,,16th,,Theology,Anastasius Sinaita,Vatican,,,,,,,,,
coll1395,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D292,http://pinakes.irht.cnrs.fr/notices/cote/66105/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_373,BAV Pal. gr. 373,,14th,,Theology,John Chrysostom,Vatican,,,,,,,,,
coll1396,http://hdl.handle.net/2027/nyp.33433069121444?urlappend=%3Bseq%3D292,http://pinakes.irht.cnrs.fr/notices/cote/66106/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_374,BAV Pal. gr. 374,,14th,,Rhetoric,Synesius|Thomas Magister|Gregory of Cyprus,Vatican,,,,,,,,,
coll1397,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D285,https://pinakes.irht.cnrs.fr/notices/cote/66108/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_376,BAV Pal. gr. 376,,10th|15th,,Law|Canon law|Church councils,,Vatican,,,,,,,,,
coll1398,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D285,https://pinakes.irht.cnrs.fr/notices/cote/66109/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_377,BAV Pal. gr. 377,,10th|11th,,Theology,Basil the Great|Theodore Daphnopates|John Chrysostom,Vatican,,,,,,,,,
coll1399,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D285,https://pinakes.irht.cnrs.fr/notices/cote/66110/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_378_1,BAV Pal. gr. 378 pt. 1,,16th,,Theology,John Chrysostom,Vatican,,,,,,,,,
coll1400,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D285,https://pinakes.irht.cnrs.fr/notices/cote/66110/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_378_2,BAV Pal. gr. 378 pt. 2,,16th,,Theology,John Chrysostom,Vatican,,,,,,,,,
coll1401,https://hdl.handle.net/2027/umn.319510019894110?urlappend=%3Bseq%3D%3D286,https://pinakes.irht.cnrs.fr/notices/cote/66111/,https://digi.ub.uni-heidelberg.de/diglit/bav_pal_gr_379,BAV Pal. gr. 379,,15th,,Theology,John Chrysostom,Vatican,,,,,,,,,
